Alter;Einkommen;Preis;Geschlecht;Zeit;KundeNr;Niederlassung;Besucher;Kunde
46;64231.463753689066;;1.0;52.0;K1413;Bayern;True;False
47;55129.65608568848;;0.0;33.0;K1766;Bayern;True;False
43;59104.51301372704;;1.0;62.0;K1235;Niedersachsen;True;False
59;73522.00822960361;;1.0;26.0;K1768;Hamburg;True;False
51;46979.787008357554;;1.0;43.0;K1976;Hamburg;True;False
34;50082.23275161896;;1.0;19.0;K1204;Baden-Württemberg;True;False
49;61221.78113765836;;1.0;35.0;K1477;Nordrhein-Westfalen;True;False
57;74592.79954735856;;0.0;38.0;K1192;Sachsen;True;False
68;86843.33779081808;;1.0;28.0;K1563;Berlin;True;False
61;72725.18968724947;;1.0;28.0;K1435;Berlin;True;False
32;31562.64677399754;;1.0;52.0;K1319;Baden-Württemberg;True;False
37;44541.69777524597;;0.0;34.0;K1571;Niedersachsen;True;False
44;61848.4722403355;;1.0;22.0;K1226;Baden-Württemberg;True;False
53;64184.29083653157;;0.0;33.0;K1719;Brandenburg;True;False
41;41970.75544641636;;1.0;20.0;K1125;Hamburg;True;False
31;47827.72371659648;;1.0;20.0;K1805;Hessen;True;False
37;41292.5402355632;;0.0;33.0;K1176;Niedersachsen;True;False
32;34391.82496545645;;1.0;48.0;K1211;Hessen;True;False
41;68516.49543941053;;0.0;34.0;K1375;Sachsen;True;False
65;89685.33344089528;;0.0;23.0;K1965;Bayern;True;False
68;95714.30526812703;;0.0;32.0;K1540;Bayern;True;False
49;73319.1870845747;;0.0;27.0;K1207;Niedersachsen;True;False
